lead_id,age,location,industry,job_role,company_size,website_visits,email_opens,time_spent_on_site,click_through_rate,past_purchases,inquiry_responses,lead_source,lead_quality,lead_score
lead_id_177,24,Europe,Healthcare,Student,Medium,10,1,15.211832791774762,0.0,0,2,Email Campaign,Low,43
481,49,Europe,Manufacturing,Executive,Large,1,1,1.0,0.364,0,4,Referral,Medium,57
LEA56044,56,North America,Other,Other,Small,0,10,1.24,0.0,0,3,Referral,High,14
112621,50,North America,Manufacturing,Analyst,Small,4,4,2.0,0.2625,1,0,Referral,High,71
072201901084,20,Europe,Manufacturing,Student,Small,0,0,0.0,0.0,0,0,Referral,Low,1
0305004208,46,Asia,Healthcare,Freelancer,Medium,1,14,5.83,0.0,2,0,Referral,High,18
2867,31,Europe,Other,Analyst,Medium,2,1,12.0,0.35,1,1,Organic,High,85
LP00555,26,North America,Other,Analyst,Small,0,0,0.0,0.0,2,0,Referral,High,60
LEA0000959,54,Europe,Healthcare,Freelancer,Small,4,23,1.96,0.12,1,0,Social Media,Medium,57
60e866e3-5c78-4fde-947a-441d06076465,57,Europe,Healthcare,Executive,Large,1,15,4.1,0.6666666666666667,0,0,Social Media,Medium,71
22049,35,Europe,Healthcare,Manager,Small,3,1,1.061111612985046,0.3606331538887737,0,0,Paid Ads,High,51
LEI980000008020101,20,Asia,Retail,Student,Small,2,19,3.5,0.653611185557629,0,0,Referral,Medium,42
lead_id_1828,39,North America,Healthcare,Student,Small,0,0,0.46,0.0,0,0,Referral,Medium,10
81382,49,North America,Healthcare,Student,Small,1,2,5.9,0.425,0,0,Email Campaign,High,1
LN5,39,North America,IT,Student,Medium,1,2,1.75,0.0,0,0,Referral,Medium,11
10700,51,Asia,Retail,Manager,Small,8,2,1.0,0.72,6,0,Organic,Low,55
7846,49,Europe,Finance,Other,Small,10,24,1.0,0.0,0,3,Email Campaign,High,12
15751,42,Europe,Healthcare,Executive,Enterprise,3,1,3.3,0.0,9,4,Social Media,Medium,77
595359,45,Europe,Manufacturing,Analyst,Medium,4,2,1.0,0.4,0,3,Social Media,Medium,62
5a10314f-a003-41d4-94d7-15f26c42191c,34,Europe,Finance,Manager,Medium,1,19,1.0,0.2727272727272727,5,1,Referral,High,80
3573,38,Asia,Manufacturing,Other,Small,22,11,10.22,0.2867952023719874,2,5,Organic,Medium,7
30254,61,Europe,Healthcare,Manager,Large,2,1,1.0,0.5714285714285714,0,0,Paid Ads,Medium,33
116250,48,Europe,Manufacturing,Analyst,Small,31,15,2.0,0.3566123544398022,2,0,Email Campaign,High,76
32079142,35,South America,Finance,Manager,Medium,2,0,0.0,0.0,0,0,Organic,Medium,35
10718,47,Europe,Retail,Analyst,Small,11,1,2.0,0.05555555555555555,1,4,Social Media,Medium,5
lead_id_1173,61,Europe,Healthcare,Student,Small,1,0,3.5,0.0,0,0,Social Media,Low,1
fb19f6d4-506e-4880-95f5-d85f57e2901e,35,North America,Finance,Analyst,Medium,4,0,1.0,0.0,0,3,Paid Ads,Medium,81
24116,28,Europe,IT,Freelancer,Medium,4,25,10.1788045463972,0.410390404363914,1,2,Organic,High,76
LEAD0000026,36,Europe,Manufacturing,Executive,Enterprise,0,4,0.2,0.8,1,0,Organic,Medium,69
16223,32,Europe,Finance,Student,Small,3,9,1.0,0.0791666666666667,0,0,Organic,High,19
8653,20,Europe,Other,Student,Medium,26,1,21.0,0.35,0,1,Referral,High,8
f8e33c01-7d3b-4390-a4e5-2154f92e2062,38,North America,Other,Other,Medium,0,0,0.0,0.0,0,0,Referral,Low,3
1070081,30,South America,Retail,Manager,Small,0,2,0.0,0.0,0,0,Paid Ads,High,70
0c630d72-4006-4368-9f5e-284f548b9120,53,North America,Manufacturing,Executive,Enterprise,10,13,4.3,0.75,1,4,Referral,Low,21
06000000000000000000000000000000,38,Europe,Finance,Analyst,Small,7,2,8.0,0.3333333333333333,3,2,Email Campaign,Low,42
855614,50,Europe,Healthcare,Student,Small,0,0,0.0,0.079166667,0,3,Referral,Medium,38
2753606,51,Europe,Manufacturing,Analyst,Small,3,0,5.858333333333334,0.0,0,1,Organic,Medium,34
11481,43,North America,Manufacturing,Other,Large,1,0,3.2,0.355695450216594,1,1,Organic,High,82
10009761,55,Europe,Manufacturing,Student,Small,6,4,2.1,0.4351792415238725,3,1,Social Media,Medium,31
8555,35,Asia,Finance,Analyst,Medium,20,27,39.52,0.0,5,2,Social Media,Medium,34
a372494-a51a-4316-9603-121cb90f1267,58,North America,Healthcare,Student,Small,0,2,1.36,0.0,0,8,Social Media,Medium,18
lead_id_264352,48,North America,Finance,Executive,Large,4,11,1.0,0.8125,0,0,Email Campaign,High,26
22992,24,Europe,Manufacturing,Student,Small,18,11,1.5,0.9285714285714286,0,7,Organic,High,70
17950,38,North America,Other,Student,Small,3,2,6.0,0.05054216045594097,1,0,Organic,Medium,14
2163,45,Europe,Other,Analyst,Small,6,19,1.0,0.39,0,0,Organic,High,75
100235,48,North America,Retail,Executive,Large,17,16,15.8,0.13363636363636364,2,7,Paid Ads,Medium,28
7095141,48,Europe,Retail,Other,Medium,2,7,2.0,0.07142857142857142,1,2,Referral,Medium,41
lead_id_3956,29,North America,Healthcare,Freelancer,Small,1,2,1.0,0.52,2,2,Social Media,Medium,82
L_000000014,38,North America,Manufacturing,Student,Small,1,1,0.277961527,0.0,1,2,Organic,High,45
54052,35,North America,Healthcare,Other,Small,3,23,0.74,0.26,0,0,Other,High,64
0001191,32,North America,Manufacturing,Student,Small,19,1,3.5750004,0.25,0,2,Email Campaign,Medium,9
eb7e8689-9e79-4973-875a-207116911226,63,Europe,IT,Student,Small,5,1,21.0,0.6493929633961275,0,0,Referral,High,97
8597,27,North America,Finance,Analyst,Small,3,1,0.35,0.0,0,0,Email Campaign,Medium,49
L_000008,52,Asia,Healthcare,Analyst,Small,3,8,1.0866666666666667,0.4444444444444445,1,7,Organic,Low,37
SL_00579,49,Europe,Manufacturing,Manager,Large,0,0,0.0,0.0,0,0,Organic,High,64
86583780,60,Europe,Manufacturing,Freelancer,Small,0,1,0.083647518358209,0.029411764705882,4,7,Social Media,High,26
9002242,46,Europe,Healthcare,Student,Medium,4,1,1.0,0.0,1,2,Organic,Medium,61
11014836,36,Europe,Healthcare,Freelancer,Small,1,0,0.53,0.0,6,1,Referral,Low,8
F-178825,31,North America,Other,Executive,Large,2,1,2.11,0.44,6,0,Email Campaign,High,61
1002601,56,Asia,Healthcare,Other,Small,12,18,60.0,0.0688608476833409,0,6,Organic,Medium,37
2966,39,Asia,Healthcare,Manager,Small,1,11,12.52,0.0,2,0,Referral,Medium,4
lead_id_43,43,Asia,Healthcare,Student,Enterprise,0,1,1.0,0.59,0,0,Social Media,Low,17
271083199,51,Europe,Healthcare,Student,Small,0,0,3.29,0.0,1,0,Organic,Medium,16
lp08345,52,Europe,Healthcare,Student,Small,3,1,1.0,0.5,0,5,Email Campaign,High,24
lead00247,58,North America,Healthcare,Manager,Small,0,0,3.0,0.5,3,4,Social Media,Low,3
d0134b31-813b-42b7-8bb2-95f038d2d709,19,North America,IT,Student,Small,0,0,0.0,0.0,0,0,Organic,Low,3
50,59,Asia,Manufacturing,Analyst,Large,4,15,9.8,0.64,4,6,Social Media,High,32
24852107,43,Asia,Healthcare,Student,Small,1,10,2.0,0.171875,4,1,Organic,High,64
052030000040405,43,North America,Manufacturing,Student,Small,27,12,3.48,0.1076923076923077,0,2,Referral,Medium,43
403562,60,North America,Finance,Executive,Large,13,25,62.0,0.56,0,7,Referral,High,90
05253,53,Europe,Retail,Freelancer,Small,1,11,1.72,0.166,6,2,Social Media,Medium,35
6b860f95-0783-45f6-a4f4-15af0881248f,41,Other,Retail,Executive,Medium,0,2,13.0,0.2222222222222222,2,0,Referral,Medium,57
120526,52,Europe,Healthcare,Student,Medium,1,7,19.45,0.76,0,6,Email Campaign,Medium,74
003b0000011P6vUAAW,31,Europe,Manufacturing,Executive,Enterprise,2,3,5.0,0.52,0,0,Referral,Low,85
101851,34,Asia,Healthcare,Analyst,Small,4,1,2.9,0.0,1,3,Organic,Medium,25
81379,61,Europe,Other,Freelancer,Small,0,1,0.1666666666666667,0.4999999999999999,0,0,Organic,Medium,53
1209,30,Europe,Manufacturing,Analyst,Small,25,20,6.0,0.525,1,0,Referral,High,30
17774588,58,Europe,Healthcare,Student,Small,22,14,1.39,0.21,0,2,Organic,Low,20
18713,39,Asia,Manufacturing,Executive,Small,12,5,13.4,0.324,5,0,Paid Ads,High,62
lead_id_256,37,Asia,Healthcare,Manager,Medium,1,1,1.79,0.0,0,9,Referral,Medium,76
511,30,Europe,Finance,Student,Small,2,2,1.0,0.15,3,2,Organic,High,66
Lead_ID_99653,54,Europe,Retail,Analyst,Small,1,8,1.0,0.82,0,3,Other,Low,30
54795,26,Europe,Retail,Student,Medium,22,2,2.9,0.174007041995469,0,4,Other,Medium,29
1919045430,45,North America,Manufacturing,Analyst,Enterprise,1,2,1.0,0.0,0,1,Referral,Medium,41
1002780,42,Asia,Manufacturing,Manager,Small,8,7,1.9266666666666667,0.10000000000000009,1,0,Paid Ads,Medium,57
4333,32,North America,Healthcare,Analyst,Small,26,16,79.21,0.181,4,1,Organic,High,39
2702,46,Europe,Other,Student,Small,3,0,3.0,0.0,1,0,Social Media,High,26
11607,40,North America,Healthcare,Manager,Small,0,0,0.0,0.0,2,9,Organic,Low,2
09412,34,North America,Healthcare,Freelancer,Small,3,1,1.0,0.0,0,1,Organic,Medium,25
744110,38,Europe,Manufacturing,Freelancer,Small,19,29,3.0699999999999994,0.29,0,6,Email Campaign,Medium,14
60535,30,Asia,Healthcare,Executive,Medium,21,18,1.0,0.1666666666666667,0,0,Paid Ads,High,50
58338,46,Europe,Manufacturing,Analyst,Small,0,0,0.96,0.0,1,1,Social Media,High,53
25763,43,Asia,Healthcare,Analyst,Enterprise,27,4,52.25713535252484,0.1666666666666667,1,0,Organic,Medium,46
05907,50,Europe,Other,Analyst,Small,1,19,57.20833333333333,0.67,0,1,Referral,Medium,26
732696,41,North America,Finance,Executive,Small,11,15,1.0,0.0,1,3,Paid Ads,Low,2
1200007398,36,North America,Manufacturing,Other,Small,5,13,20.978345,0.4166666666666666,0,1,Email Campaign,Low,8
5835133,53,Europe,Retail,Manager,Small,1,2,1.27,0.44,1,1,Referral,Medium,44
12345678910,42,Asia,Retail,Student,Small,1,6,3.0,0.672,0,0,Email Campaign,Medium,32
38929,30,Other,Healthcare,Student,Small,7,1,5.75,0.0,1,2,Email Campaign,High,48
10526,24,Other,Retail,Other,Small,0,1,0.11666666666666665,0.0,0,2,Paid Ads,Low,8
lead_id_1345,37,North America,Finance,Analyst,Enterprise,22,2,7.0,0.64,6,3,Organic,Medium,46
150000048690,37,Europe,IT,Manager,Enterprise,1,0,14.23,0.0,0,1,Email Campaign,Medium,59
108,27,North America,Retail,Manager,Small,1,4,3.8,0.5666666666666667,5,4,Email Campaign,High,91
2920,21,Asia,Healthcare,Freelancer,Small,10,0,9.22,0.0,1,1,Email Campaign,High,75
1139406,32,North America,Retail,Analyst,Small,5,1,1.0,0.25,0,0,Social Media,High,13
315261,24,North America,Retail,Analyst,Small,26,2,1.0,0.3333333333333333,1,1,Organic,High,44
179,54,Europe,Healthcare,Analyst,Small,12,0,25.52228153,0.0567273964156529,0,9,Email Campaign,Medium,62
102,27,North America,Healthcare,Other,Medium,0,0,1.5,0.0,0,0,Other,High,26
1696432,33,Asia,Finance,Student,Small,0,12,0.16,0.0,0,0,Paid Ads,Low,1
a03b4713-508a-473e-a03c-b870252f572d,32,Europe,Manufacturing,Student,Small,4,5,1.39,0.32,5,1,Organic,High,71
2569,31,North America,Healthcare,Student,Enterprise,0,0,0.0,0.0,0,0,Referral,Low,11
5441,55,Europe,Healthcare,Other,Small,4,23,3.0,0.0,9,1,Email Campaign,Medium,68
3218,48,Asia,Manufacturing,Other,Small,11,2,1.0,0.0,2,0,Social Media,High,11
3450484,40,Asia,Retail,Student,Medium,3,0,7.0,0.4910900040057482,0,1,Organic,Medium,24
56d4ff56-6a85-4214-b624-836261566858,31,Asia,Finance,Analyst,Small,10,25,37.0,0.75,1,5,Paid Ads,High,67
11615,36,Asia,Healthcare,Student,Small,2,4,79.0,0.93,1,0,Social Media,High,13
06a8b1b5-08d0-4d2c-8f78-a209f975ad6a,43,Europe,Finance,Manager,Large,3,3,12.0,0.52,0,0,Organic,High,43
5176,42,Asia,Manufacturing,Analyst,Large,0,11,0.0,0.06666666666666668,0,1,Referral,Medium,33
140000108,33,Asia,IT,Analyst,Medium,13,6,1.67,0.21333333333333335,4,5,Organic,Medium,43
594,50,Asia,Healthcare,Manager,Medium,15,0,1.0,0.8333333333333333,9,9,Referral,Medium,25
48229237,53,North America,Other,Executive,Medium,0,0,60.0,0.3333333333333334,0,0,Social Media,High,0
216,38,Asia,Other,Executive,Small,2,5,2.48,0.25,7,2,Organic,Medium,17
e0744541-2192-4990-93fb-34620ba0b828,44,North America,Manufacturing,Analyst,Large,35,0,20.0,0.0,0,2,Organic,Low,8
0030000001ciuN2AAQ,33,North America,IT,Student,Small,1,5,13.84,0.3294117647058823,2,3,Email Campaign,High,60
WJUOLODM,35,North America,Finance,Student,Small,2,2,2.0,0.5,0,4,Organic,Medium,48
690,58,North America,Retail,Analyst,Large,4,0,12.0,0.9090909090909092,0,0,Organic,High,65
1670194,44,North America,Manufacturing,Analyst,Medium,12,2,3.0,0.3333333333333333,2,1,Organic,Medium,29
00688,40,Europe,Manufacturing,Other,Small,0,29,1.0,0.405,6,8,Email Campaign,Medium,40
f8015170-4a67-4128-b2f3-522596002325,31,Europe,Manufacturing,Freelancer,Small,1,2,1.0,0.2,0,0,Referral,Medium,22
0050615,25,Asia,Manufacturing,Executive,Small,0,0,0.0,0.3031747564589477,0,6,Referral,Low,15
11529,40,North America,Retail,Student,Enterprise,11,3,2.0,0.0,0,0,Organic,High,49
1724273,36,Europe,Manufacturing,Manager,Small,5,3,13.0,0.266666666666667,5,2,Organic,Low,20
6767962,44,North America,Retail,Manager,Medium,0,15,0.0,0.436,2,1,Social Media,Low,30
58,32,Asia,Manufacturing,Analyst,Small,2,2,2.0,0.6666666666666666,1,0,Organic,High,46
7C4A8336-F55E-4029-91B6-EB49A8A94991,30,Europe,Healthcare,Analyst,Small,0,6,3.73,0.01,1,6,Email Campaign,Medium,53
61804a61-e556-458d-9f46-97e5d396398f,49,North America,IT,Analyst,Medium,3,14,5.23,0.7037037037037037,2,1,Email Campaign,Medium,46
Lead_185171,39,North America,Other,Student,Small,0,1,0.0,0.0,0,0,Social Media,Low,26
2019035286,35,Europe,Healthcare,Other,Small,1,4,1.9366666666666668,0.1,2,1,Referral,Medium,48
116730287,59,Europe,IT,Analyst,Large,0,10,5.0,0.5,0,0,Organic,Medium,36
7768,38,Asia,Manufacturing,Other,Small,1,1,1.0,0.25,7,10,Organic,High,29
17910,41,Europe,Other,Other,Medium,0,5,11.6,0.5868548227884433,7,9,Social Media,Medium,33
1000026848,49,Other,Retail,Manager,Small,17,5,13.6190102034546,0.26299212598425,0,6,Other,Medium,3
000161,44,Europe,Healthcare,Student,Small,1,13,1.9966666666666666,0.888888888888888,0,0,Organic,Medium,28
179604,46,Europe,Other,Executive,Small,5,13,3.033333333333333,0.6166666666666667,8,0,Organic,High,3
12252,40,Europe,Manufacturing,Other,Medium,0,0,0.0,0.0,0,0,Paid Ads,Low,14
0b809674-9a8c-499a-968c-3c46b240d279,44,North America,Retail,Freelancer,Small,13,4,13.1,0.8,5,1,Referral,Low,48
6191870,49,Europe,Manufacturing,Freelancer,Large,0,0,0.0,0.5496,0,4,Social Media,Medium,72
508448,37,Europe,Healthcare,Student,Medium,0,4,0.0,0.0,0,0,Other,Medium,33
501185,28,North America,Retail,Other,Small,1,10,4.0,0.762,9,1,Organic,High,92
110009989,36,North America,Healthcare,Student,Medium,0,10,1.0,0.625,5,8,Referral,High,13
7429,55,North America,Healthcare,Student,Medium,21,1,15.971968001799336,0.2247758252293155,0,0,Referral,Low,46
938,35,Europe,IT,Student,Small,3,2,12.0,0.17,4,0,Organic,Medium,35
lead_id_17653,40,North America,Finance,Freelancer,Small,2,11,14.4,0.4347826086956528,3,4,Email Campaign,Low,19
15,64,Europe,Manufacturing,Manager,Small,0,0,0.32,0.0,1,3,Social Media,Medium,23
lead_a8dcf838-88ad-43d9-80c2-9450370403ea,45,Asia,Healthcare,Analyst,Large,10,17,2.0,0.08,2,3,Social Media,Medium,43
lead_id_103,30,North America,Healthcare,Other,Medium,3,1,7.0,0.8,6,4,Other,High,87
1410517,31,North America,Healthcare,Manager,Large,2,2,5.4,0.45,0,0,Paid Ads,High,70
L00212,44,Europe,Manufacturing,Student,Small,4,15,5.0,0.48,3,4,Other,Medium,61
88900016,47,Asia,Retail,Other,Small,10,3,9.0,0.06,4,0,Organic,High,81
19599,61,North America,Healthcare,Freelancer,Small,6,1,2.0,0.45,2,8,Social Media,Low,65
1610873306862927552,34,Asia,Manufacturing,Executive,Large,2,16,0.0,0.0072,10,5,Social Media,Low,55
8,24,Asia,Manufacturing,Student,Small,8,0,4.0,0.3,0,0,Social Media,Low,4
lead_id_148,46,North America,Healthcare,Student,Small,1,1,55.0,0.3333333333333333,1,0,Other,High,29
02299,35,North America,Healthcare,Executive,Small,2,0,2.88,0.0,2,2,Social Media,High,31
200102,36,Asia,Other,Student,Small,1,0,2.0,0.5,9,5,Referral,Medium,25
281234,48,Europe,Healthcare,Other,Small,13,3,3.8,0.647058823529414,0,0,Email Campaign,High,57
5D8C6-153-473B-207E-D657B-111A-2,37,North America,Healthcare,Manager,Enterprise,13,0,2.74,0.0,0,0,Email Campaign,High,91
391575,30,Europe,Healthcare,Analyst,Small,15,2,6.666666666666667,0.234,3,3,Email Campaign,Medium,63
14423,58,North America,Healthcare,Analyst,Medium,7,9,80.13303391947983,0.2857142857142858,5,5,Organic,High,83
0105c650-b3e1-4706-8744-210788817cff,27,North America,Healthcare,Manager,Small,27,27,44.9895,0.01633334,8,2,Other,Medium,66
LDR0000004,46,Other,Healthcare,Student,Small,20,9,3.2,0.55,6,4,Organic,High,65
27970,57,Europe,Finance,Manager,Large,28,1,19.25,0.0,0,1,Referral,Medium,82
285930436,50,Europe,Manufacturing,Freelancer,Small,20,12,3.12,0.32,2,1,Email Campaign,Medium,51
O0000000099,35,Asia,Healthcare,Freelancer,Small,27,3,66.36333243835938,0.03260869565217392,0,0,Referral,Low,22
626,45,Europe,Healthcare,Other,Small,1,2,1.0,0.0,2,4,Social Media,Low,5
OPBBYLK000021698,65,North America,Retail,Freelancer,Small,0,0,2.293333333333333,0.0,0,0,Referral,Low,2
WnOWeRqr3x,49,Europe,Healthcare,Analyst,Medium,32,10,3.8,0.72,2,1,Paid Ads,Medium,87
24661348,53,North America,Healthcare,Other,Enterprise,17,14,1.0,0.075,3,2,Referral,Medium,56
1320,49,Europe,Healthcare,Analyst,Medium,17,19,20.834999999999997,0.9960000000000001,0,8,Email Campaign,Medium,96
6756,49,Europe,Other,Student,Large,12,5,15.0,0.5,5,7,Organic,Low,21
6113,63,Europe,Other,Other,Small,17,2,10.2,0.46,0,0,Organic,Medium,66
0c87a9ce-379c-4f5b-87b9-858b9ec90664,37,North America,Finance,Student,Medium,2,0,3.3,0.4166666666666667,0,9,Paid Ads,High,72
73327bd3-9766-47ef-949a-f3a1a06358e0,37,North America,Healthcare,Analyst,Large,32,29,24.4,0.384,1,2,Organic,Medium,76
31191,38,North America,Manufacturing,Other,Small,0,1,0.116666666666667,0.333333333333333,2,0,Other,Medium,19
71971,45,North America,Manufacturing,Other,Large,2,10,4.0,0.79,0,6,Social Media,High,10
06776,23,Asia,Manufacturing,Other,Small,24,6,12.0,0.75,1,4,Social Media,High,21
753905,42,Europe,Manufacturing,Manager,Medium,12,17,12.319999999999999,0.36999999999999994,0,9,Paid Ads,High,44
1234567890,40,Europe,Finance,Manager,Large,24,6,4.0,0.009793636356675569,2,6,Email Campaign,Medium,30
L_1452,55,Europe,Healthcare,Executive,Large,36,5,7.0,0.23,0,0,Social Media,Medium,72
31253,52,North America,Other,Freelancer,Small,0,10,4.37,0.0063,0,0,Referral,High,5
f8e2e18d-6aa7-4c4e-946c-ec95203f794c,36,Asia,Other,Student,Small,2,2,10.13,0.46,0,0,Paid Ads,Medium,78
7b87b17c,34,Europe,IT,Analyst,Large,3,5,5.2,0.3333333333333333,1,3,Social Media,Medium,32
l01478,48,Europe,Other,Manager,Medium,1,0,8.0,0.0,0,0,Organic,Low,13
ad2994a6-6f25-4ba4-ac5c-c99b2a79578b,32,North America,Retail,Student,Small,1,3,3.5,0.62,5,0,Social Media,High,46
725003,37,Europe,Healthcare,Manager,Medium,3,3,2.0,0.29,0,5,Referral,Medium,42
400988,31,Europe,Finance,Analyst,Enterprise,28,18,34.7854166666667,0.271428571428571,8,2,Referral,Medium,85
eb9357a5-c65b-4487-9c52-6591be349b2f,39,North America,IT,Student,Small,5,10,3.0,0.62,5,2,Email Campaign,High,33
2030524,23,North America,Retail,Student,Small,1,0,0.0,0.0,0,0,Organic,Low,20
721208,37,North America,Finance,Manager,Small,16,12,1.3,0.3175,0,6,Paid Ads,High,77
65b21e80-13e3-4b57-9a32-725396a056e8,45,North America,Manufacturing,Analyst,Medium,30,26,60.0,0.3333333333333333,0,3,Social Media,High,66
1680,26,Asia,Healthcare,Analyst,Small,2,1,1.29,0.1111111111111111,0,0,Paid Ads,Medium,35
08007,38,Other,Retail,Freelancer,Large,18,14,1.0,0.3,1,1,Organic,High,79
LP00350,49,Asia,Finance,Student,Small,1,2,2.3,0.08,0,10,Organic,High,3
239759,52,Europe,Manufacturing,Manager,Small,4,6,11.0,0.8333333333333334,3,1,Organic,High,77
lead_id_191,56,North America,Manufacturing,Student,Large,1,30,3.0,0.3333333333333333,8,7,Paid Ads,High,68
401159015,39,North America,Healthcare,Analyst,Medium,1,1,15.0,0.66,1,8,Email Campaign,High,9
10555,47,Europe,Retail,Student,Small,2,1,6.33,0.19444444444444445,2,1,Organic,Medium,50
LEAD0000000012,28,Asia,Manufacturing,Manager,Small,14,14,3.24,0.0,0,0,Email Campaign,High,77
3513762,34,Europe,Healthcare,Student,Small,26,1,2.5,0.46,0,0,Social Media,Medium,57
16417,25,North America,Retail,Other,Small,1,2,1.68,0.075,0,2,Paid Ads,High,97
7699304,36,Asia,Healthcare,Analyst,Large,7,2,2.62,0.0,0,2,Social Media,Medium,64
1091,38,Asia,IT,Analyst,Medium,2,9,2.42,0.2222222222222222,1,1,Social Media,High,96
LT62802,40,North America,Healthcare,Manager,Small,4,14,11.3333333333333,0.209876543209876,1,0,Referral,Medium,37
10363,35,Europe,Manufacturing,Analyst,Small,4,11,7.76811257971465,0.6135802470678156,2,2,Organic,Low,30
22418,36,Europe,Healthcare,Analyst,Enterprise,2,1,8.0,0.377,0,9,Referral,High,27
10885,38,North America,Healthcare,Student,Small,4,5,4.39,0.5,2,5,Social Media,High,44
L975435,39,North America,Finance,Executive,Enterprise,0,1,0.45,0.55,5,0,Email Campaign,Medium,52
10824,48,North America,Healthcare,Student,Medium,0,5,0.0,0.0,0,1,Organic,Low,1
9029,33,Other,Retail,Manager,Small,0,10,2.0,0.175,3,2,Organic,Medium,14
40899988,38,Asia,IT,Student,Medium,0,0,0.0,0.0,1,0,Organic,High,69
607,45,Europe,Other,Analyst,Large,2,22,34.28,0.34,2,1,Referral,High,89
1040742,36,Europe,IT,Student,Small,24,4,36.67289449,0.166666667,0,2,Social Media,High,57
02694,45,Asia,Other,Manager,Medium,1,1,8.0,0.167,2,4,Other,Medium,56
007a8449-2003-4f7b-a40e-469110b5c50b,55,Europe,Retail,Manager,Small,7,10,19.7,0.5833333333333333,3,1,Email Campaign,Medium,31
lp07181,39,Asia,Other,Executive,Large,1,2,10.8,0.576923076923077,0,2,Email Campaign,Medium,51
lead_id_30,28,North America,Retail,Executive,Large,0,0,0.32,0.52,3,0,Organic,High,99
1233,39,Europe,Manufacturing,Freelancer,Medium,11,9,2.0,0.3,1,9,Email Campaign,Medium,71
670003511,37,Europe,Manufacturing,Student,Small,0,15,1.0,0.5384615384615384,1,9,Referral,Medium,47
0040000000QH2b0AAO,54,North America,Healthcare,Executive,Medium,0,25,1.0,0.22,1,1,Social Media,High,63
06003946,27,Asia,Healthcare,Analyst,Large,9,12,4.3,0.0,0,0,Social Media,High,63
1a52525f-9fdf-40b7-8d61-80f72c8e929e,31,Asia,Manufacturing,Analyst,Medium,4,1,1.0,0.0,7,1,Referral,Medium,77
18776,28,Europe,Retail,Student,Small,0,1,0.0,0.0,0,0,Organic,Medium,14
60,53,South America,Manufacturing,Student,Small,2,27,30.373196,0.5803523156748771,0,0,Social Media,Medium,42
b8e4085b-1836-4326-807b-10f5e2f9dc28,47,North America,IT,Freelancer,Small,20,5,4.9,0.25,9,5,Organic,High,22
2681406,46,Europe,Healthcare,Student,Medium,6,26,10.0,0.261904761904762,1,1,Organic,Medium,16
000150,36,North America,Finance,Manager,Small,3,4,2.0,0.0,2,0,Organic,High,43
60860,33,Europe,IT,Student,Small,2,0,1.84,0.0,0,0,Referral,Medium,26
793,41,North America,Healthcare,Student,Medium,45,16,3.26,0.016666667,0,1,Other,High,30
2489,43,Europe,Manufacturing,Student,Medium,0,18,1.49,0.0,0,4,Social Media,Low,18
1255282,39,Europe,Manufacturing,Freelancer,Medium,2,5,2.0,0.5714285714285715,0,2,Social Media,Medium,37
18506,43,Europe,Healthcare,Freelancer,Small,8,1,1.0,0.0,0,2,Organic,Medium,56
26745,30,North America,Other,Student,Small,3,18,6.22,0.0375,4,0,Social Media,Medium,10
lead_id_197,46,North America,Healthcare,Analyst,Small,7,29,24.0,0.6,0,0,Referral,High,39
lead_id_182366,35,North America,Healthcare,Analyst,Small,3,27,3.0,0.096,7,1,Organic,Low,18
03203,57,Europe,Retail,Freelancer,Small,20,20,1.0,0.6486486486486487,5,3,Organic,High,52
00159,43,North America,Retail,Analyst,Enterprise,7,0,3.9,0.0,0,1,Referral,High,74
07965,35,Other,Healthcare,Other,Small,20,6,19.0,0.8,7,5,Social Media,High,77
lead_id_12598,42,Asia,IT,Student,Medium,2,6,42.4,0.4266666666666667,4,3,Organic,Low,41
LEAD00002993,25,North America,IT,Student,Medium,1,10,3.94,0.54,0,0,Referral,High,92
563541,32,North America,Healthcare,Manager,Medium,15,2,7.0,0.34,1,3,Referral,High,78
405231248,30,North America,Other,Other,Small,4,1,15.0,0.3,4,3,Email Campaign,High,88
lead_id_220,49,Europe,Retail,Student,Small,2,18,1.0,0.35,0,6,Other,Medium,60
1011,29,Asia,Other,Student,Small,6,7,10.14,0.6666666666666667,0,4,Referral,Medium,17
000000173,47,Europe,Other,Executive,Small,13,19,6.6,0.225,8,3,Email Campaign,Medium,44
102780,48,Europe,Healthcare,Other,Small,2,0,1.0,0.0,2,1,Organic,Low,3
B550021,45,Europe,Other,Student,Medium,17,3,5.52,0.476,5,6,Organic,Low,56
3122,25,North America,Healthcare,Other,Small,0,1,0.0,0.0,0,0,Organic,High,65
494077,47,Europe,Healthcare,Freelancer,Small,0,0,37.0,0.8546739424766743,1,0,Paid Ads,Medium,18
1132,37,Asia,Finance,Analyst,Small,1,0,0.0,0.0,0,1,Organic,High,80
b248975c-d4d2-11ec-849c-0050569d7d56,40,Asia,Manufacturing,Student,Enterprise,1,4,3.0699999999999994,0.5,0,2,Organic,Medium,10
12250,56,North America,Healthcare,Manager,Small,1,0,7.0,0.0,4,1,Social Media,Medium,13
06639,46,North America,Healthcare,Manager,Medium,0,0,9.71455,0.0,4,7,Organic,High,87
10819,40,North America,Healthcare,Executive,Large,5,29,4.1,0.301,2,1,Organic,Medium,51
