lead_id,age,location,industry,job_role,company_size,website_visits,email_opens,time_spent_on_site,click_through_rate,past_purchases,inquiry_responses,lead_source,lead_quality,lead_score
MLO_00001434,43,South America,Healthcare,Other,Medium,0,2,10.78,0.23,0,3,Paid Ads,Medium,33.71
MLO_00001435,32,Asia,Healthcare,Other,Small,6,3,3.89,0.38,2,4,Paid Ads,Low,72.25
MLO_00001436,48,North America,Healthcare,Freelancer,Large,7,1,22.27,0.27,2,3,Referral,Medium,53.22
MLO_00001437,24,Europe,Retail,Executive,Medium,1,1,22.95,0.19,1,0,Social Media,High,30.86
MLO_00001438,38,Asia,IT,Student,Medium,5,3,2.71,0.29,1,0,Organic,High,35.47
MLO_00001439,49,Europe,Healthcare,Student,Medium,6,1,24.76,0.21,1,3,Referral,Low,36.55
MLO_00001440,50,Europe,Manufacturing,Student,Medium,4,2,23.5,0.34,1,4,Other,Medium,42.71
MLO_00001441,42,Europe,IT,Freelancer,Small,3,5,27.96,0.33,1,3,Organic,Medium,53.76
MLO_00001442,37,Asia,Manufacturing,Freelancer,Small,3,5,4.44,0.34,1,2,Paid Ads,Low,52.02
MLO_00001443,58,North America,IT,Other,Medium,3,3,18.42,0.11,3,3,Referral,Low,66.74
MLO_00001444,41,Europe,Healthcare,Freelancer,Medium,4,5,7.36,0.08,0,1,Referral,Medium,30.22
MLO_00001445,27,North America,Finance,Other,Small,6,3,12.58,0.27,1,1,Other,Medium,39.81
MLO_00001446,40,North America,Healthcare,Other,Medium,3,10,8.69,0.27,0,4,Social Media,High,74.06
MLO_00001447,26,South America,Retail,Student,Medium,4,2,14.03,0.38,1,1,Other,Low,38.42
MLO_00001448,24,Asia,Retail,Freelancer,Small,6,1,4.27,0.19,2,1,Other,High,35.67
MLO_00001449,22,Asia,IT,Other,Small,5,1,9.8,0.16,1,3,Social Media,Medium,40.7
MLO_00001450,59,South America,Retail,Executive,Medium,7,4,3.06,0.18,1,3,Paid Ads,Medium,50.23
MLO_00001451,36,South America,Healthcare,Executive,Small,5,2,15.26,0.14,1,0,Referral,Low,27.0
MLO_00001452,55,North America,Manufacturing,Freelancer,Small,1,8,9.6,0.2,3,1,Organic,Medium,50.85
MLO_00001453,56,Europe,Healthcare,Student,Small,8,2,18.12,0.13,2,1,Paid Ads,Medium,52.49
MLO_00001454,46,Asia,IT,Student,Large,6,2,14.24,0.26,2,0,Paid Ads,Low,44.21
MLO_00001455,45,Europe,Retail,Other,Medium,4,2,8.07,0.25,2,0,Paid Ads,Medium,34.41
MLO_00001456,33,Europe,Manufacturing,Freelancer,Small,10,4,3.99,0.18,0,4,Organic,Medium,64.33
MLO_00001457,39,South America,Finance,Executive,Small,3,0,22.85,0.15,3,0,Referral,Medium,28.86
MLO_00001458,36,Europe,Manufacturing,Other,Medium,5,2,19.36,0.14,2,0,Paid Ads,Low,31.75
MLO_00001459,37,North America,Manufacturing,Other,Medium,6,1,1.95,0.01,2,1,Other,High,24.83
MLO_00001460,48,South America,Healthcare,Manager,Medium,5,5,29.69,0.18,1,2,Organic,Medium,48.99
MLO_00001461,29,Europe,Finance,Freelancer,Large,7,3,19.63,0.2,0,4,Social Media,High,56.84
MLO_00001462,46,South America,IT,Other,Medium,6,3,7.01,0.05,2,4,Referral,Medium,63.23
MLO_00001463,38,North America,IT,Executive,Small,3,4,25.37,0.39,1,3,Other,Low,52.91
MLO_00001464,50,North America,Manufacturing,Manager,Medium,8,1,26.58,0.34,0,4,Organic,Medium,48.86
MLO_00001465,29,Europe,Manufacturing,Executive,Large,6,2,17.64,0.23,0,0,Organic,Medium,32.8
MLO_00001466,36,South America,Retail,Student,Medium,7,3,26.68,0.05,1,4,Social Media,Medium,56.16
MLO_00001467,48,Europe,Finance,Manager,Medium,6,4,1.85,0.36,0,4,Organic,High,52.71
MLO_00001468,28,Europe,Manufacturing,Manager,Small,4,2,28.41,0.2,1,3,Referral,Medium,32.32
MLO_00001469,24,South America,Retail,Other,Small,6,3,2.66,0.09,1,3,Other,High,45.65
MLO_00001470,50,Europe,Finance,Student,Medium,6,2,19.63,0.13,1,4,Organic,Medium,60.18
MLO_00001471,45,North America,IT,Other,Large,4,4,11.03,0.2,0,1,Social Media,High,39.25
MLO_00001472,24,South America,Retail,Freelancer,Medium,3,1,2.14,0.15,0,0,Referral,High,25.63
MLO_00001473,41,South America,Finance,Executive,Medium,6,3,27.95,0.18,0,0,Organic,Medium,31.63
MLO_00001474,36,South America,Retail,Executive,Small,2,4,4.93,0.05,0,0,Paid Ads,Medium,22.49
MLO_00001475,46,South America,Manufacturing,Other,Small,7,6,25.76,0.39,0,3,Paid Ads,Medium,48.31
MLO_00001476,51,Europe,Healthcare,Executive,Medium,6,2,10.58,0.35,0,0,Social Media,Medium,20.84
MLO_00001477,35,Europe,IT,Executive,Small,2,2,22.49,0.17,1,1,Paid Ads,High,30.76
MLO_00001478,28,North America,Manufacturing,Freelancer,Medium,6,1,8.37,0.34,1,0,Paid Ads,High,34.43
MLO_00001479,38,Asia,Manufacturing,Student,Small,3,3,17.92,0.2,0,3,Referral,High,25.92
MLO_00001480,41,Asia,Finance,Manager,Medium,5,4,24.19,0.25,2,1,Referral,Medium,49.91
MLO_00001481,57,North America,Retail,Other,Large,6,4,17.42,0.13,0,4,Other,Medium,59.47
MLO_00001482,30,Asia,IT,Other,Medium,3,6,9.89,0.3,0,2,Other,Medium,49.8
MLO_00001483,59,North America,Manufacturing,Freelancer,Small,6,4,7.77,0.33,0,1,Other,Medium,40.64
MLO_00001484,43,Europe,Finance,Freelancer,Medium,7,3,6.07,0.27,1,3,Referral,Medium,40.66
MLO_00001485,23,South America,IT,Manager,Large,4,2,25.33,0.2,1,1,Referral,Medium,35.95
MLO_00001486,45,South America,Retail,Student,Medium,3,3,18.72,0.05,1,1,Referral,Medium,25.78
MLO_00001487,29,Europe,Manufacturing,Other,Small,9,5,15.75,0.34,0,3,Paid Ads,High,67.54
MLO_00001488,32,South America,Manufacturing,Freelancer,Small,7,3,8.24,0.23,2,2,Other,Medium,58.82
MLO_00001489,34,South America,Manufacturing,Other,Small,6,3,13.58,0.17,3,4,Paid Ads,Medium,70.72
MLO_00001490,38,Asia,IT,Executive,Small,11,3,18.98,0.19,1,3,Other,Medium,65.56
MLO_00001491,29,Europe,IT,Other,Large,1,4,3.08,0.28,3,4,Social Media,Low,57.36
MLO_00001492,42,Asia,IT,Student,Large,7,1,11.46,0.13,2,4,Paid Ads,Low,58.15
MLO_00001493,39,Asia,IT,Student,Small,7,1,7.95,0.29,0,0,Other,Low,23.59
MLO_00001494,51,South America,Finance,Other,Small,4,0,19.75,0.22,0,1,Organic,Medium,29.92
MLO_00001495,39,South America,Healthcare,Executive,Small,4,2,18.58,0.18,1,2,Social Media,Medium,33.74
MLO_00001496,52,Europe,Finance,Student,Large,2,3,9.68,0.17,1,4,Paid Ads,High,56.87
MLO_00001497,59,South America,Manufacturing,Freelancer,Medium,6,5,2.21,0.29,3,4,Paid Ads,High,73.78
MLO_00001498,53,South America,Finance,Other,Medium,5,2,6.3,0.0,3,1,Organic,Medium,43.69
MLO_00001499,32,Europe,Retail,Executive,Medium,6,2,5.64,0.19,1,0,Referral,Low,34.03
MLO_00001500,46,South America,IT,Freelancer,Medium,9,2,17.48,0.31,0,0,Organic,Medium,27.75
MLO_00001501,54,Asia,Retail,Other,Small,6,4,5.91,0.24,1,2,Referral,Medium,54.49
MLO_00001502,59,Europe,Retail,Executive,Small,6,5,14.99,0.37,0,0,Paid Ads,High,38.98
MLO_00001503,29,South America,Manufacturing,Freelancer,Medium,7,2,18.82,0.26,0,2,Referral,High,41.44
MLO_00001504,32,North America,IT,Student,Medium,6,3,26.51,0.18,0,2,Organic,High,41.72
MLO_00001505,43,Europe,Retail,Other,Small,8,2,8.11,0.23,3,4,Other,Medium,61.66
MLO_00001506,45,Europe,Manufacturing,Other,Small,2,1,6.39,0.26,0,2,Social Media,Medium,22.93
MLO_00001507,38,North America,IT,Student,Small,5,1,6.02,0.17,0,3,Paid Ads,Medium,43.93
MLO_00001508,33,South America,Healthcare,Manager,Medium,10,2,11.45,0.31,1,2,Social Media,High,47.46
MLO_00001509,53,South America,Manufacturing,Freelancer,Medium,3,4,19.83,0.43,2,2,Organic,High,56.98
MLO_00001510,36,Europe,Finance,Student,Large,6,2,20.48,0.13,1,3,Social Media,High,43.97
MLO_00001511,37,Europe,IT,Other,Small,6,2,7.12,0.31,0,1,Other,Medium,42.15
MLO_00001512,43,South America,Retail,Freelancer,Small,7,3,4.81,0.17,3,0,Other,High,52.63
MLO_00001513,49,South America,Retail,Freelancer,Small,3,2,14.01,0.18,1,0,Other,High,21.67
MLO_00001514,41,Asia,Finance,Manager,Medium,10,2,5.09,0.21,0,0,Organic,Medium,42.67
MLO_00001515,54,Europe,Finance,Other,Medium,4,0,24.57,0.19,0,1,Other,Medium,17.86
MLO_00001516,31,Europe,Retail,Executive,Medium,5,1,3.43,0.31,4,3,Paid Ads,High,69.22
MLO_00001517,53,North America,IT,Manager,Small,1,4,22.81,0.25,1,0,Other,High,30.64
MLO_00001518,54,Asia,Manufacturing,Manager,Medium,4,2,2.24,0.23,4,0,Organic,High,41.81
MLO_00001519,23,South America,Finance,Executive,Large,4,2,24.4,0.29,0,2,Other,High,33.16
MLO_00001520,54,Asia,Finance,Executive,Large,6,1,19.19,0.29,0,1,Social Media,Low,29.95
MLO_00001521,54,South America,Finance,Manager,Large,2,1,10.35,0.25,0,0,Other,Medium,14.96
MLO_00001522,34,South America,Healthcare,Freelancer,Medium,5,3,12.76,0.35,0,1,Organic,Medium,42.63
MLO_00001523,51,Asia,IT,Student,Large,5,1,20.53,0.26,1,0,Social Media,Medium,25.98
MLO_00001524,54,Europe,IT,Student,Small,5,2,6.38,0.46,1,0,Referral,High,32.32
MLO_00001525,34,South America,IT,Manager,Small,7,1,26.82,0.16,1,0,Paid Ads,Low,37.8
MLO_00001526,47,Asia,IT,Freelancer,Small,7,3,15.0,0.1,0,3,Other,Low,54.88
MLO_00001527,43,North America,IT,Executive,Medium,6,3,23.04,0.27,0,2,Organic,High,38.92
MLO_00001528,23,Asia,Retail,Manager,Large,4,3,15.69,0.34,1,3,Paid Ads,Low,48.33
MLO_00001529,59,North America,Finance,Other,Small,5,3,14.12,0.22,2,1,Social Media,Medium,52.26
MLO_00001530,47,South America,Retail,Freelancer,Medium,2,3,14.62,0.17,1,2,Organic,Low,39.15
MLO_00001531,36,Asia,Healthcare,Other,Medium,4,6,11.53,0.25,2,4,Other,Medium,77.9
MLO_00001532,55,Asia,Manufacturing,Other,Large,9,7,22.25,0.22,3,3,Other,Medium,87.38
MLO_00001533,32,North America,Finance,Manager,Medium,6,3,25.54,0.23,2,2,Referral,High,55.14
MLO_00001534,24,Asia,Healthcare,Freelancer,Large,4,2,25.78,0.17,3,0,Paid Ads,Low,35.43
MLO_00001535,27,Asia,Retail,Other,Small,8,4,4.51,0.2,2,0,Other,Medium,44.46
MLO_00001536,30,South America,Manufacturing,Freelancer,Small,5,3,23.08,0.35,1,3,Social Media,High,45.48
MLO_00001537,27,Asia,Healthcare,Student,Medium,8,7,6.8,0.38,0,2,Social Media,Low,65.26
MLO_00001538,30,Europe,Manufacturing,Other,Small,3,3,1.35,0.23,0,3,Social Media,Low,48.69
MLO_00001539,52,North America,Healthcare,Other,Small,3,4,8.99,0.14,1,4,Social Media,Medium,44.99
MLO_00001540,53,Asia,Retail,Freelancer,Medium,3,1,9.49,0.15,1,1,Paid Ads,Medium,25.58
MLO_00001541,33,North America,Manufacturing,Student,Medium,5,2,24.48,0.12,1,3,Referral,Low,33.64
MLO_00001542,29,North America,Healthcare,Other,Medium,8,4,22.53,0.34,2,1,Referral,Medium,66.78
MLO_00001543,29,North America,Retail,Manager,Small,9,3,3.46,0.27,2,2,Organic,Medium,55.54
MLO_00001544,49,Asia,Finance,Freelancer,Medium,7,0,10.45,0.23,1,4,Paid Ads,Medium,62.24
MLO_00001545,41,Asia,Retail,Freelancer,Small,4,4,8.29,0.34,0,3,Organic,High,51.65
MLO_00001546,28,North America,Retail,Other,Small,6,2,18.27,0.29,4,2,Other,Medium,68.93
MLO_00001547,32,Europe,Finance,Student,Medium,7,1,16.7,0.01,2,3,Organic,Low,36.54
MLO_00001548,41,North America,Retail,Other,Small,2,3,20.69,0.18,0,0,Social Media,High,7.38
MLO_00001549,37,Europe,Finance,Executive,Small,3,3,27.41,0.25,1,2,Referral,Medium,38.41
MLO_00001550,25,North America,Finance,Other,Medium,2,2,13.21,0.43,2,4,Referral,Low,53.68
MLO_00001551,27,South America,Finance,Executive,Small,4,4,20.02,0.41,1,2,Referral,Medium,54.31
MLO_00001552,43,North America,Healthcare,Manager,Large,5,4,27.63,0.03,1,4,Paid Ads,Low,62.68
MLO_00001553,47,North America,Manufacturing,Freelancer,Medium,6,1,16.71,0.12,2,0,Social Media,Medium,30.94
MLO_00001554,24,Asia,Healthcare,Freelancer,Large,4,4,9.94,0.26,0,0,Organic,Medium,30.01
MLO_00001555,35,Europe,Finance,Student,Small,0,5,12.68,0.31,1,1,Other,High,35.99
MLO_00001556,32,South America,Manufacturing,Other,Medium,6,9,22.88,0.18,1,1,Paid Ads,Medium,65.23
MLO_00001557,39,Europe,Manufacturing,Manager,Small,4,3,21.88,0.3,1,0,Other,Medium,27.27
MLO_00001558,33,South America,Finance,Executive,Large,3,4,22.7,0.18,1,0,Paid Ads,High,22.26
MLO_00001559,44,North America,Manufacturing,Student,Small,5,4,22.56,0.19,1,1,Social Media,High,44.83
MLO_00001560,33,Asia,Manufacturing,Manager,Small,6,5,27.69,0.14,1,1,Paid Ads,High,39.57
MLO_00001561,34,Asia,Healthcare,Manager,Large,4,6,23.16,0.11,2,1,Other,High,57.41
MLO_00001562,46,Europe,Manufacturing,Executive,Small,5,6,25.81,0.2,0,2,Paid Ads,High,37.07
MLO_00001563,40,Asia,Finance,Executive,Small,4,6,17.64,0.36,0,0,Social Media,Low,37.45
MLO_00001564,57,Europe,IT,Freelancer,Small,4,3,19.68,0.3,0,3,Referral,High,36.21
MLO_00001565,29,Europe,IT,Other,Medium,4,4,29.06,0.28,0,4,Paid Ads,Medium,48.2
MLO_00001566,50,South America,IT,Student,Small,1,6,26.24,0.22,1,4,Other,Medium,50.32
MLO_00001567,53,Europe,Finance,Other,Medium,6,3,23.54,0.29,0,4,Other,Low,60.43
MLO_00001568,39,South America,IT,Student,Small,5,4,20.88,0.2,3,4,Paid Ads,High,83.97
MLO_00001569,27,Asia,Healthcare,Manager,Medium,4,0,11.4,0.17,0,1,Social Media,Medium,13.45
MLO_00001570,39,Europe,Finance,Executive,Medium,6,3,16.9,0.3,0,1,Organic,Medium,35.36
MLO_00001571,40,Europe,Finance,Executive,Medium,5,1,2.6,0.19,0,0,Referral,Medium,21.61
MLO_00001572,43,North America,Finance,Manager,Medium,1,5,13.07,0.14,0,1,Social Media,Medium,24.52
MLO_00001573,58,Europe,Manufacturing,Manager,Small,3,2,4.24,0.29,2,4,Organic,Medium,55.83
MLO_00001574,53,Europe,Manufacturing,Student,Small,6,5,22.13,0.11,1,2,Other,Low,43.44
MLO_00001575,24,North America,Manufacturing,Manager,Small,5,3,26.88,0.29,3,2,Paid Ads,High,59.73
MLO_00001576,49,North America,Retail,Student,Medium,2,1,6.05,0.29,2,3,Other,Low,42.21
MLO_00001577,31,Asia,Healthcare,Other,Medium,6,3,8.12,0.12,0,0,Paid Ads,Medium,34.93
MLO_00001578,56,Europe,Finance,Executive,Large,6,1,25.85,0.13,2,2,Referral,High,42.57
MLO_00001579,50,Asia,Finance,Executive,Small,4,4,17.99,0.38,1,2,Paid Ads,High,54.23
MLO_00001580,36,Asia,Manufacturing,Executive,Medium,5,3,18.06,0.31,1,2,Other,Low,50.15
MLO_00001581,54,North America,Finance,Other,Medium,2,5,17.32,0.3,1,4,Organic,Medium,55.23
MLO_00001582,28,South America,Finance,Other,Medium,9,1,7.33,0.27,1,4,Organic,High,61.34
MLO_00001583,33,Asia,IT,Freelancer,Large,4,7,8.06,0.32,0,3,Organic,Medium,67.74
MLO_00001584,51,South America,Finance,Student,Small,2,3,28.54,0.32,1,1,Paid Ads,Low,24.48
MLO_00001585,42,Europe,Retail,Student,Small,1,3,21.98,0.17,0,1,Social Media,High,12.23
MLO_00001586,52,North America,Manufacturing,Freelancer,Medium,5,4,3.62,0.23,0,1,Other,Medium,46.83
MLO_00001587,45,Europe,Healthcare,Executive,Small,2,2,7.47,0.21,1,2,Other,High,39.16
MLO_00001588,41,Europe,Healthcare,Student,Small,8,4,19.19,0.31,1,1,Social Media,Medium,61.53
MLO_00001589,58,North America,IT,Student,Small,6,2,9.22,0.27,1,1,Organic,Medium,39.35
MLO_00001590,25,Europe,Healthcare,Executive,Small,4,1,8.3,0.38,2,4,Organic,High,63.96
MLO_00001591,49,North America,Healthcare,Manager,Medium,3,2,6.87,0.28,3,4,Other,Medium,74.39
MLO_00001592,41,South America,Manufacturing,Manager,Small,8,2,6.39,0.25,1,1,Paid Ads,Medium,51.23
MLO_00001593,45,Europe,Manufacturing,Freelancer,Medium,0,3,18.79,0.33,0,4,Paid Ads,Medium,43.73
MLO_00001594,53,North America,Retail,Other,Medium,4,1,27.27,0.33,1,4,Referral,Low,51.84
MLO_00001595,57,Asia,IT,Student,Medium,2,5,11.47,0.37,3,2,Organic,High,59.01
MLO_00001596,55,Europe,Healthcare,Student,Large,7,1,4.52,0.27,1,3,Other,Medium,50.33
MLO_00001597,57,South America,Retail,Freelancer,Small,2,2,4.6,0.46,1,4,Paid Ads,High,52.05
MLO_00001598,23,North America,IT,Freelancer,Large,4,5,28.08,0.34,1,3,Referral,Low,70.91
MLO_00001599,36,Europe,Healthcare,Student,Medium,5,3,16.33,0.46,0,0,Social Media,Medium,31.6
MLO_00001600,55,Europe,Healthcare,Executive,Medium,7,4,14.52,0.26,2,1,Paid Ads,High,52.82
MLO_00001601,57,Europe,Manufacturing,Executive,Medium,1,2,26.83,0.48,2,3,Paid Ads,Medium,47.45
MLO_00001602,27,South America,Finance,Other,Medium,5,5,15.71,0.32,0,3,Other,High,58.16
MLO_00001603,33,North America,IT,Student,Large,6,2,14.94,0.15,2,0,Organic,Medium,38.59
MLO_00001604,24,Asia,Healthcare,Student,Large,2,3,27.87,0.15,2,1,Other,Medium,28.2
MLO_00001605,39,Asia,IT,Student,Small,3,0,14.76,0.22,1,1,Social Media,Medium,24.84
MLO_00001606,42,Asia,Retail,Student,Small,1,5,12.34,0.22,1,1,Organic,Medium,36.97
MLO_00001607,36,North America,Retail,Freelancer,Medium,7,4,17.87,0.28,2,4,Other,High,68.98
MLO_00001608,54,Asia,Finance,Manager,Large,3,2,29.34,0.43,0,2,Paid Ads,High,41.68
MLO_00001609,56,South America,Healthcare,Student,Small,6,1,28.95,0.28,1,2,Other,Low,48.61
MLO_00001610,47,North America,Manufacturing,Manager,Medium,4,3,23.49,0.15,2,4,Organic,High,50.08
MLO_00001611,29,Europe,Healthcare,Executive,Medium,4,4,15.48,0.29,1,1,Referral,Medium,54.45
MLO_00001612,57,South America,IT,Other,Medium,9,6,26.56,0.21,0,0,Referral,High,41.58
MLO_00001613,51,Europe,Retail,Executive,Medium,11,3,13.16,0.21,0,4,Social Media,Low,59.49
MLO_00001614,44,Asia,IT,Student,Medium,8,3,19.56,0.23,2,4,Other,Medium,65.3
MLO_00001615,35,South America,Finance,Executive,Large,7,3,6.2,0.21,1,3,Paid Ads,Medium,58.38
MLO_00001616,35,North America,Retail,Freelancer,Medium,5,3,20.18,0.12,0,4,Social Media,Medium,36.82
MLO_00001617,23,South America,Manufacturing,Manager,Medium,5,1,9.01,0.26,0,1,Social Media,High,42.25
MLO_00001618,58,Europe,Retail,Student,Small,8,2,23.38,0.42,1,4,Social Media,Medium,52.02
MLO_00001619,26,North America,Healthcare,Freelancer,Medium,6,3,13.01,0.33,1,2,Organic,Low,59.13
MLO_00001620,59,South America,Healthcare,Manager,Small,5,4,12.55,0.13,1,2,Referral,High,43.75
MLO_00001621,35,South America,Retail,Freelancer,Small,6,3,22.65,0.0,1,4,Organic,High,52.08
MLO_00001622,46,South America,Finance,Executive,Medium,4,1,13.33,0.28,2,0,Referral,Medium,18.51
MLO_00001623,41,South America,Healthcare,Student,Medium,5,3,21.71,0.31,2,3,Other,Medium,61.01
MLO_00001624,23,North America,Healthcare,Executive,Medium,4,4,25.8,0.31,2,4,Organic,High,61.63
MLO_00001625,27,Europe,Manufacturing,Other,Small,3,5,4.97,0.26,1,1,Paid Ads,Low,50.4
MLO_00001626,38,South America,Retail,Student,Medium,5,6,14.89,0.15,0,0,Other,Medium,31.17
MLO_00001627,46,North America,Healthcare,Executive,Medium,7,1,28.4,0.42,1,1,Organic,Medium,50.98
MLO_00001628,49,Europe,Finance,Student,Medium,6,2,24.55,0.24,0,1,Paid Ads,Medium,24.18
MLO_00001629,23,South America,IT,Manager,Small,8,2,29.23,0.2,1,3,Other,Medium,54.23
MLO_00001630,56,Europe,Retail,Student,Medium,6,2,25.95,0.3,2,3,Other,High,46.36
MLO_00001631,58,Europe,Manufacturing,Student,Large,6,7,10.0,0.2,1,2,Paid Ads,Medium,72.88
MLO_00001632,26,North America,Healthcare,Manager,Small,4,4,6.2,0.14,2,1,Paid Ads,High,49.78
MLO_00001633,22,Europe,Finance,Executive,Small,3,2,7.11,0.2,0,4,Social Media,Medium,50.29
MLO_00001634,33,North America,Retail,Student,Medium,5,3,7.29,0.27,0,1,Organic,Low,34.82
MLO_00001635,57,South America,Finance,Freelancer,Medium,8,2,3.2,0.38,2,2,Referral,Low,55.16
MLO_00001636,44,Europe,Finance,Student,Medium,6,3,27.3,0.07,1,1,Paid Ads,High,38.55
MLO_00001637,52,Europe,Manufacturing,Executive,Medium,5,2,15.57,0.29,1,3,Referral,Medium,46.86
MLO_00001638,32,Asia,Retail,Manager,Small,6,1,3.94,0.33,0,2,Social Media,Low,35.47
MLO_00001639,31,South America,Healthcare,Executive,Small,9,1,23.12,0.29,0,0,Referral,High,33.19
MLO_00001640,24,South America,Manufacturing,Other,Small,9,5,10.44,0.31,1,1,Paid Ads,High,66.0
MLO_00001641,35,Asia,Healthcare,Student,Small,6,3,3.06,0.39,1,1,Organic,High,52.29
MLO_00001642,37,Asia,IT,Student,Medium,4,6,6.5,0.34,1,3,Referral,High,53.84
MLO_00001643,31,North America,Finance,Manager,Small,5,1,20.07,0.21,1,0,Other,Medium,32.03
MLO_00001644,50,North America,IT,Student,Large,4,3,24.03,0.35,1,1,Referral,Low,32.33
MLO_00001645,31,Europe,Finance,Freelancer,Large,3,4,8.36,0.27,0,1,Social Media,Medium,44.15
MLO_00001646,33,Europe,Manufacturing,Freelancer,Large,10,4,17.73,0.33,1,0,Social Media,High,47.72
MLO_00001647,51,Europe,Healthcare,Executive,Large,3,2,1.03,0.13,3,3,Paid Ads,Medium,53.4
MLO_00001648,22,Europe,Healthcare,Manager,Medium,7,1,9.07,0.23,0,4,Organic,Low,51.26
MLO_00001649,26,North America,Manufacturing,Other,Large,9,3,6.27,0.31,1,0,Referral,Medium,45.13
MLO_00001650,41,South America,Retail,Executive,Small,2,3,3.22,0.24,0,3,Paid Ads,High,35.78
MLO_00001651,29,Europe,IT,Manager,Small,7,4,15.03,0.3,0,1,Organic,Low,44.14
MLO_00001652,33,South America,IT,Manager,Medium,3,2,19.3,0.38,2,0,Social Media,Medium,38.37
MLO_00001653,22,Europe,Healthcare,Executive,Small,8,6,2.34,0.22,2,3,Referral,Medium,77.45
MLO_00001654,41,Asia,Healthcare,Executive,Large,8,4,5.0,0.34,1,1,Paid Ads,Medium,66.95
MLO_00001655,49,Europe,Healthcare,Student,Medium,4,5,28.04,0.15,1,2,Referral,Medium,58.35
MLO_00001656,58,Europe,Manufacturing,Other,Medium,6,3,7.47,0.33,0,3,Referral,Medium,53.31
MLO_00001657,58,Europe,Retail,Freelancer,Small,4,1,23.04,0.09,1,3,Other,Medium,38.47
MLO_00001658,33,North America,IT,Student,Medium,4,1,22.68,0.27,0,3,Social Media,Medium,33.17
MLO_00001659,58,Asia,Finance,Manager,Small,5,3,10.33,0.27,1,1,Organic,High,45.1
MLO_00001660,49,Europe,Manufacturing,Other,Large,5,3,6.92,0.42,4,4,Social Media,Medium,81.84
MLO_00001661,36,Europe,IT,Other,Small,7,6,8.07,0.2,2,4,Paid Ads,Low,81.23
MLO_00001662,27,South America,Retail,Executive,Medium,3,1,17.41,0.05,0,2,Social Media,High,25.62
MLO_00001663,41,Asia,Manufacturing,Other,Small,3,3,12.05,0.3,1,0,Paid Ads,Low,28.73
MLO_00001664,35,Europe,IT,Other,Small,2,6,15.37,0.15,0,2,Social Media,High,42.75
MLO_00001665,23,South America,Manufacturing,Manager,Medium,3,5,24.54,0.26,1,0,Paid Ads,High,42.92
MLO_00001666,30,South America,IT,Student,Small,3,2,15.57,0.18,1,0,Paid Ads,High,32.96
MLO_00001667,58,North America,IT,Other,Medium,4,4,29.86,0.23,0,2,Referral,Low,42.86
MLO_00001668,41,South America,Retail,Executive,Small,3,2,20.31,0.04,1,2,Other,Medium,37.81
MLO_00001669,47,Europe,Finance,Student,Small,6,2,7.01,0.08,2,3,Other,Medium,56.21
MLO_00001670,50,North America,Retail,Executive,Medium,6,1,15.49,0.29,1,1,Referral,High,35.14
MLO_00001671,22,North America,IT,Other,Small,7,3,24.59,0.24,1,4,Other,Medium,56.22
MLO_00001672,56,Europe,Manufacturing,Student,Small,8,2,7.33,0.14,1,0,Organic,Medium,47.05
MLO_00001673,27,Asia,Retail,Other,Large,4,6,22.15,0.19,2,0,Referral,Medium,51.96
MLO_00001674,58,South America,Finance,Manager,Small,4,5,1.97,0.3,2,3,Other,High,64.48
MLO_00001675,26,North America,IT,Student,Small,5,3,28.34,0.22,2,4,Referral,High,55.95
MLO_00001676,54,Asia,Retail,Executive,Small,6,4,20.24,0.29,0,1,Referral,Medium,30.56
MLO_00001677,35,Europe,Retail,Manager,Medium,7,5,5.71,0.16,1,3,Referral,Medium,63.03
MLO_00001678,33,South America,Retail,Freelancer,Medium,10,4,26.35,0.3,0,1,Other,Medium,55.63
MLO_00001679,41,South America,Retail,Executive,Small,3,4,3.37,0.23,2,0,Other,High,43.16
MLO_00001680,45,North America,Manufacturing,Other,Medium,3,1,12.77,0.29,1,4,Organic,Medium,44.09
MLO_00001681,55,South America,Finance,Executive,Small,4,4,22.37,0.28,0,0,Referral,Medium,29.67
MLO_00001682,46,South America,Finance,Freelancer,Medium,2,2,28.18,0.21,1,3,Other,Low,40.18
MLO_00001683,50,South America,IT,Executive,Small,1,5,11.12,0.21,2,1,Organic,Medium,49.71
MLO_00001684,52,South America,Healthcare,Manager,Medium,4,2,25.08,0.23,1,1,Social Media,Medium,37.54
MLO_00001685,44,Europe,Manufacturing,Executive,Large,6,5,6.71,0.32,1,0,Organic,Low,39.14
MLO_00001686,59,Asia,IT,Student,Medium,4,6,2.02,0.42,2,3,Other,Medium,66.51
MLO_00001687,41,Europe,IT,Freelancer,Large,6,3,1.83,0.17,0,4,Social Media,High,46.91
MLO_00001688,44,Europe,Retail,Executive,Small,5,3,20.09,0.35,1,2,Paid Ads,High,57.49
MLO_00001689,37,North America,Healthcare,Freelancer,Small,3,2,5.47,0.22,1,3,Other,Low,39.9
MLO_00001690,29,South America,Healthcare,Manager,Small,5,5,2.46,0.24,2,4,Organic,Medium,75.86
MLO_00001691,42,Europe,Manufacturing,Student,Small,10,2,29.33,0.28,0,4,Social Media,High,60.77
MLO_00001692,22,South America,Healthcare,Other,Small,2,1,8.02,0.2,3,1,Referral,Medium,32.26
MLO_00001693,29,Europe,IT,Executive,Small,8,4,14.41,0.21,1,2,Organic,Low,49.6
